id,username,text,Hate
1.84E+18,Tom_Danks_,"@annamlulis nobody voted for kamala harris to be the primary candidate. she was so bad she has nearly the lowest votes in 2020, biden brought her in for free, and then a coupe was held right before your eyes. This is a total mockery of our system and is unconstitional.",0
1.84E+18,LadyVet4Dems,White privilege says what? MAGA criminals think theyâ€™re entitled to be above the laws that the rest of America are held to. Tina Peters addresses judge ahead of sentencing https://t.co/mNaZbZwChV via @YouTube,1
1.84E+18,CRose2u,@AlBuffalo2nite @franklinisbored Bruce has supported working people including the black community- he could easily endorse the Republican ticket! He would enjoy their tax cuts and loopholes for the rich! But as a true American patriot- he endorsed Kamala Harris and Tim Walz!! #VoteBlueForSeriousPublicServants https://t.co/8WglmCha0Q,0
1.84E+18,FrankSowa1,"NOTE - Trump just went to MBS at the beginning of the OPEC meeting that just got underway to beg for more money and to offer additional classified material on the strengths, weaknesses and MAGA/GOP plans against Iran if the Convicted Felon did get elected POTUS47. https://t.co/27Z1nIcIEt",1
1.84E+18,Sayitisntso5,"@sweets31 @DumpDrumpf20 @CPAC He has raped and sexually assaulted many. Many of the sexual assualts were just like he described, he like to do to women and because he was a star he could.
 He also lied and said he won the election. His claims became quite outrageous. 
 You'd think he'd write it down. 
 
 Trump",1
1.84E+18,UnhingedBajan,@TheRealThelmaJ1 That's one the Maga spirit animals. She stands proudly next to Ted Nougat and Guy Rock.,1
1.84E+18,UniverseDP,@Scaramucci Everyone that gets close to rabid Maga and ðŸŠðŸ‚ðŸ’© drinks the Kool aid then they end up in crime and doing time for him. He is still living the high life pretending his toilet is real gold and is his throne. https://t.co/zuhWmNhvUy,1
1.84E+18,qwlltrm,"@itsdeaann Obviously Jesus was MAGA race, born with AR15 in hands and ""pro-life""",1
1.84E+18,davesrose16,"@TKTrooper421 @DrJanKirsch You claimed Jan was triggered for you posting images of Democrats having an association with Diddy (Diddy is a large record mogul: of course everyone took photos with him). I post photo of Trump, and I get the MAGA ""Ukraine flag in bio"": you reveal yourself. Learn projection.",0
1.84E+18,e9jarhead,"this is why the Republican Party will not survive, all are weak, spineless fools being controlled by some want a be a whinny ass dictator.they are trying to destroyed this country by spreading hate and racism they are mad because the people elected &amp; reelected a black president",1
1.84E+18,RonPuechner,"@elonmusk Thank you to the unity team. Hopefully RFK Jr, Tulsi, JD, Vivek and Tucker can all be there. Would be powerful statement. #MAGA #MAHA",0
1.84E+18,FKuglen,"The Full list of MAGA and Republicans who voted AGAINST FEMA RELIEF before Hurricane Helene. NO Democrats voted against. 
 
 Check out Tamo's video! #TikTok https://t.co/0OjTmlKldA",0
1.84E+18,janejanekitt,"@DC_Draino yeah, because if Trump wins, one of the planks of the GOP platform is to eliminate FEMA altogether.",0
1.84E+18,garybruce1957,"@j3nnylynnn I am so sorry for your loss and pain, I was mentally numb for several years when my dad died when I was only 17. Stay strong, sending love and prayers to you and your family.",0
1.84E+18,LanceBoilsr,"@JTrumpIN @elonmusk The Republican Party was formed by Democrats who didn't agree with the direction the party was headed.
 One of the issues: Slavery
 Seems to me that Democrats Elite aren't happy unless they are the Masters With the rest of us as the Slaves.
 We need to be Freed once more!
 Vote Trump",0
1.84E+18,RadWellnessEYL,"@thewriterme @BoLoudon The tide has turned... the pendulum has swung. Get it? RFK, Jr.? Tucker? Tulsi? Even DJT himself was a staunch Democrat at one time, but everything has changed.",0
1.84E+18,vegasdude83,Tina Peters showed no remorse for her crime like every other MAGA who got caught she played the victim card so she deserves a lengthy sentence,1
1.84E+18,SGSmith520,@ShiftyTeeGroyp @ChiefTrumpster The republican party in SC is corrupt. They play the game well. But I think they might get a big surprise because Spartanburg got hit hard. And they are struggling.,1
1.84E+18,OGBarbiCannabis,"@InvWesBurns @marceelias I lived in California under Attorney General Kamala Harris. Let me tell you she did nothing at all that I could tell except ruined my business, my reputation, my income and my life. I moved out of CA after being Kamalized. I am not going to give her another chance to do that.",1
1.84E+18,DoctorRobin,"@RpsAgainstTrump Country Over Party!
 Let's get together and get rid of the MAGA traitors.",1
1.84E+18,babyboi2u,"@099h057 @RonFilipkowski She deserves more than 9 years in jail. She purposely allowed outsiders into a secured voting place she was supposed to protect voters choices. She lied, still is lying,and used the typical maga response of election fraud. It wasn't anything fraud she lied to get media attention.",1
1.84E+18,isalone101,"@atensnut You all MAGA are so gullable, and Trump knows it. He understands that you all hate immigrants, and if the border bill was passed, there will be less things to hate so he said don't pass it. Don't let hate and division ruin a great nation. Play your role and stop blaiming others.",0
1.84E+18,WNY_Laura547,@Doxy6661 @UpinCT @themarketswork @kaitlancollins @MSN I see You find it perfectly fine to judge others by the moral standard of what GOD set forth upon us.,0
1.84E+18,ThereIs15299600,"@BillAckman @POTUS @KamalaHarris @DNC @elonmusk ""This is obviously quite concerning if it is true.""
 
 This is Bill Ackman's catchphrase.
 
 He's always the last person to figure it out.",0
1.84E+18,CornAndTheCobbs,@JohannaSchauer @KimberlyOCaputo @CPAC This is an honest question. I wonder why almost the entire government have been trying to destroy him from day one? Critical thinking...,0
1.84E+18,atty1chgo,"@jsolomonReports And now, this disgraceful cretin invokes the name of Ronald Reagan in connection with Kamala Harris.
 
 What a lying attempt at a deflection.
 
 Let me have the honor of being the first American citizen to petition and request that the U.S. Government forbid Dick Cheney and/or his",1
1.84E+18,wsgolji1,"@The_Trump_Train More nonsense from Trump Train, whatever or whoever that is. Kamala Harris did not launder money from anywhere or anything. This is another lie from those who are trying hard to discredit her and smear her character by falsely accusing her by lies and deceits. FEMA is helping.",0
1.84E+18,Stardustraven2,"@JacquelyneHowa7 MAGA invented ""alternative reality"" that ushered in post-truth politics. We the People need to demand truth from our polititions and constantly lying should be disqualifying.",0
1.84E+18,AitonjeM,@Tobiloba_King @channelstv It is why I said VDM Alluded to an unproven fact. For all we care Bob may have lied throughout his conversation with the third party guy.,0
1.84E+18,leochiluan1986,"@elonmusk The world needs Trump to end global conflicts so that innocent lives do not die in vain, and democratic America needs Trump to end the dark future of one-party rule that Joe Biden and Kamala Harris are creating",0
1.84E+18,JennieMAGA,@madlizzy17 @LauraLoomer Yours???Don't do drugs if you want to reach Trump's age and look that good.,0
1.84E+18,ImSeriousP,@stillgray The time machine has been invented. We have jumped forward to Nov 6 and Kamala Harris has lost the election.,0
1.84E+18,MrMAGA_Trolling,"@rolandsmartin @DC_Draino most of politicians break law and they still free
 
 awake yet?",1
1.84E+18,FredinOZ,"MAGA killed their own bipartisan border security bill because trump ordered it 
 MAGA will sacrifice their own supporters safety to score political points
 Border crossings peaked in 2019 under trump &amp; are now lower than trump
 Biden / Harris have deported more illegals than trump",1
1.84E+18,bobhill1946,"@DNC @GOP
 How is it that every want of the illegals you always find the money to provide their needs, but the Whitehouse allowed money set aside for natural disasters for Americans to be used for illegals. FEMA NEEDS TO BE AUDITED. More than likely most of that money was stolen.",0
1.84E+18,LosKruptos,Polymarket: Donald Trump &amp; Kamala Harrisâ€™ Chances of Winning Tied at 50% https://t.co/cFNuXMf0Mw,0
1.84E+18,JaeMar68,"@robinkurek69 Civil war, a.k.a narcissists melting down became they didn't get their way, is already here, started 9 years ago by narcissistic alcoholic jealous envious maga trash and their sick enablers.
 
 an alcoholic's least favorite word is the word ""no""
 
 narcissistic collapse is real",1
1.84E+18,Mike45223,"@acnewsitics lol I'm so sad for her
 
 no never mind
 
 let us lock has ass the fucking up after the election
 
 and watch MAGA cry about it",1
1.84E+18,TexasNative4DJT,North Carolina is living in the dark because Biden and Harris 'hate' Elon Musk: Watters | https://t.co/rNGIeB2r6J,1
1.84E+18,FRESHCULTUREIAM,@elonmusk I live in Newport Beach CA. It's Trump Town over here. A lot of people are becoming conscious and realizing that Kamala Harris is totally incompetent to run anything. The Biden - Harris administration has been a total disaster and the worst in American History.,0
1.84E+18,Stop_Coddling,"City Bar Association asserts Congress has authority to impose ethics rules on Supreme Court 
 
 @TheJusticeDept @DOJCrimDiv @HouseDemocrats @SenateDems @TheDemocrats @WhiteHouse 
 
 https://t.co/dL5gf1Hhs4",0
1.84E+18,HassanMendoza10,"Here is a video of comrade kamala harris! Who ties to socialism, Marxist, and communism is extensive.",1
1.84E+18,kikidadunn1,"And this post is for @khaotic305 while you out here shitting on this BLACK man for nothing, because he's getting money on YouTube and you're not @xLilscrappy is That what Farrakan taught you MAN these niggas who vote for Kamala are not real men! Fake! Gotta be!",1
1.84E+18,Ro_Cozz,"Ok. Maybe I'm reaching, or not. But has anyone seen ""The Island"" from 2005, set in 2019 where clones are made for elites to use when ill, or want a surrogate. Makes me wonder about these ""islands"" and why we have no information about them or their clients
 https://t.co/lkQhDAJK4o",0
1.84E+18,djmeiho63,@cleverly1187 Happens all the time. Our government is not our friend.,0
1.84E+18,AKollinx,Why just her? all the other idiots in Georgia what happens to them. The @DNC are not as aggressive as I would like. Trump is going to win unless they get as aggressive as required. The republican party have already laid the foundation to cheat and discredit this election.,1
1.84E+18,ColinMcDaniel01,"Stop calling them illegal immigrants. That's what the DNC wants you to call them! An immigrant is someone that goes from country to country looking for work! That's not what these people are! THEY'RE ILLEGAL ALIENS. Start calling them by their proper name 2/4
 @houseGOP
 @GOP",1
1.84E+18,AThebrexitparty,"Great Night for Reform UK in Blackpool,
 Reform UK Councillor, Jim O'Neil, will now sit on Blackpool Council for the Marton ward.Â 
 Results;
 REFORM UK: 39.9% (+30.5)
 LABOUR: 28.8% (-22.2)
 CONSERVATIVES: 21.9% (-17.6)
 INDEPENDENT: 7.2% (New)
 GREEN PARTY: 2.2% (New)
 More to follow",0
1.84E+18,sublimeamerica,@MilaLovesJoe Breaking: Master Chief is voting for Trump! #MAGA https://t.co/8MrGGVveWR,0
1.84E+18,JaeMar68,"@911Casual @BrianCoope36510 @jakeshieldsajj Civil war, a.k.a narcissists melting down became they didn't get their way, is already here, started 9 years ago by narcissistic alcoholic jealous envious maga trash and their sick enablers.
 
 an alcoholic's least favorite word is the word ""no""
 
 narcissistic collapse is real",1
1.84E+18,WaltTkaczuk,@Gajendran_9 @ReneauOlympia @BryceMLipscomb @DNC @TeamTrump @JDVance @GavinNewsom Trump won the popular vote in 49 states in 2016. Only California gave Hillary the majority and California is all ballot harvesting and illegals. You don't need a guv ID at any point from registration to voting. You can register and use a utility bill as proof of address.,0
1.84E+18,WhiteOakJLo,"Clear as day. Kamala Harris will determine how much help you get, by your color and your economic status.",1
1.84E+18,UpsideDownRothk,@mikefreemanNFL Me as a voter when the Dems and GOP make an alliance: https://t.co/4XMU5ChNWE,0
1.84E+18,ChadL0128,"@KamalaHQ LOLOL... you can't make this shit up... MAGA-lemmings, please, give us your most up-to-date bullshit spin about Faust... damn, my bad... Vance...",1
1.84E+18,restlessgiraffe,"For all the con men &amp; women
 
 who heartlessly passed on fake info
 to break down people who are already suffering
 
 this is the full statement
 made by VP Kamala Harris
 .",0
1.84E+18,ampat70,"@MarioNawfal Kamala Harris isnt an elected president.
 
 Who cares?",0
1.84E+18,kellser64,"@FinancialPhys It's so much worse than most Americans know !
 
 The MAGA people think they know , but they are the most lost !!",0
1.84E+18,defrankm18,"@zanndawg57 @FocusProb @elonmusk @TeslaBoomerMama Most definitely there are the RINOs who are to blame, but most definitely it is overwhelming the Democratic party who are to blame with their left wing liberal laws. MAGA Republicans are the minority in Congress making it difficult to maintain our Constitutional Republic.",0
1.84E+18,JaeMar68,"@gaughen @JohnnyQJJ Civil war, a.k.a narcissists melting down became they didn't get their way, is already here, started 9 years ago by narcissistic alcoholic jealous envious maga trash and their sick enablers.
 
 an alcoholic's least favorite word is the word ""no""
 
 narcissistic collapse is real",1
1.84E+18,Kasim97931650,"Both Republican Party and the Democratic Party are
  wasting Highly taxed American economy on Genocide throug Isreal.",1
1.84E+18,xyskathleen,Voting for DEMOCRATS is WASTING Your Vote: Green Party VP Butch Ware https://t.co/F4OtNXWE6h via @YouTube,0
1.84E+18,OInspires,@elonmusk The desperateness of the DNC for state capture is getting worse everyday,1
1.84E+18,SmellOfMonkey,"@OPTester_Chris I think @TheGoodLiars though test MAGA response to questions about Diego Garcia, but without mentioning it's an island with a US base.",0
1.84E+18,wattnuwattn,"@RonFilipkowski Normal.
 Maga people doing Maga things.",0
1.84E+18,RealMagaQueen,@Robert_Cr59 Ugly pedo pretending to be trans,1
1.84E+18,GPSBlackMatter,"If I was not so disgusted with the Democratic party of Child killing and mutilation the last 50 years I would have a little pity for Harris as she has no friends anymore. There's ignorant voices standing up for the party, but not one that really likes her. Look into their eyes.",0
1.84E+18,webbieguy,"@AdamParkhomenko Except that's MAGA not the Republican party. 
 
 We need to start distinguishing between the two very different parties.",0
1.84E+18,LawrenceLi13055,"@BlarneyFife @mikelieman @pugnaciouskvz1 Make America Great Again. Don't be a FAGAT (Fuck American Greatness Advance Totalitarianism). They're the cultists. There's nothing cult-like about MAGA. All you do is repeat the mantra of the left/FAGATS. That makes you the cultist, FAGAT.",1
1.84E+18,ABikerforTrump,"@gc22gc Best way to help do that is to check out the team of MAGA Lions for Trump, where you will find our lists of America First Candidates for all the States to vote down ballot for! @ScottPresler . Just check the pages at :
 @ABikerforTrump @CCMiddleton1967 
 @gracie2096 @Jason_dahl1",0
1.84E+18,AuDHDeep1,don't think most users who have been om her a while and blocked a shitload of MAGA &amp; chuds understand what the rest of the platform comes across as. Saying you saw it on Twitter / X is so sketchy to most people not in the space. https://t.co/Ay0xdMmCzc,0
1.84E+18,YahwehtheLesser,"Both Trump and Harris
 Two sides of the same israeli first, psychopathic, bought and paid for ass
 
 Either vote green party or... 
 Don't let either assume office 
 
 We WERE the greatest country on earth
 
 WTF happened to us?",1
1.84E+18,blumer_floyd,@AnnieForTruth So that's how the MAGAS plan to get rid of ALL Non MAGATS! Beware of going to a MAGA run city!,1
1.84E+18,RealKPenceNotSL,"A majority of Americans believe Democratic tax policies most favor the middle class &amp; working people, while 60% think GOP tax policies most favor the rich/wealthy &amp; corporations.
 ðŸ§µPart2...
 https://t.co/w6w6g9HVkk",0
1.84E+18,PaulButterly,"Ya have to laugh!
 trump says he won the debate with Kamala Harris. 
 trump says he ""did a great job""
 trump says it was his ""best debate EVER""
 trump says that he is the GOAT of debates.
 But he won't do the ""60 Minutes"" interview.
 Why?
 Because they would fact check him!!",0
1.84E+18,morm_shelly,@SarcasticCupcak Wow!....Why do all MAGA goes straight to insults when proven wrong?,0
1.84E+18,LoneSkumAnagram,"@PatrickByrne Tina Peters broke into voting machines and gave access to unauthorized individuals. She then proceeded to enrich herself by repeating her false claims on the MAGA speaking circuit -- when she knew her claims were false. She's a liar, a grifter and a felon. Just like Don.",1
1.84E+18,1Esther414,Joe Biden Knew How Bad Kamala Harris Was https://t.co/XHo3SfXO5u via @YouTube,0
1.84E+18,NotObfuscated,@BakoJer @wtffolly_ @PopBase Merely the price to make MAGA world cry is what I'm guessing most of them think. Not like many of them pay taxes anyway. Most lefties on here are broke and on the dole. The ones who make money wouldn't associate with them.,0
1.84E+18,WildSeafarer,"@RonFilipkowski Good God!!
 Von ShitzInPantz's blender-butt is making a poop smoothie in those XL Depends, while his flailing arms are jacking off two happy &amp; stunned MAGA pickup truck jockeys!
 The guards will love watching that dance while he's living out his dementia years in SuperMax!!",1
1.84E+18,Trader_M4tt,"gm
 
 nfp today so no trading for me
 
 i got a legit email from kamala harris this morning asking for donations?? wtf?",1
1.84E+18,OmegaGlory1791,@SenDaveMin @bradybuzz @oc_brady @Everytown @NeverAgainCAorg @AMarch4OurLives How has OC turned into a Liberal-Fascists haven? California is lost.,0
1.84E+18,brettbutlerisok,"@mtgreenee ""they""
 It's your GOP America!",0
1.84E+18,redactthefax,This is a Scooby snack for Vance's new gay following. Let's MAGA! https://t.co/1KhZUTfOP6,1
1.84E+18,Millie96015868,"Your extreme maga is showing!
 This puts you against everything Nevada is fighting to maintain, freedom to vote, and women's right to choose, just to name a few.",0
1.84E+18,timcollier1,Sean Hannity: Kamala Harris hasn't lifted a finger in over a week https://t.co/XJkQvXkUa3 #FoxNews,0
1.84E+18,N515952N,@MaxFreemanf @hugolowell You do realize there were FEDs dressed as MAGA there? And the only people killed were innocents like Ashli Babbit.,0
1.84E+18,gullssinceaboy,This is superb. I hope any MAGA scum thinking about taking similar action next month are capable of hearing the message.,1
1.84E+18,MaryMacElveen,"@GovRonDeSantis Folks, it's as plain as day. It Governor DeSantis who is the true leader, calls the #Longshoremens bluff, puts a plan into action and strike ended. Yet they got raises for picking THIS TIME as America is dealing with #HurricaneHelene to do so? Anyways, Governor Ron DeSantis is a",0
1.84E+18,NewAsClothing,"Kamala Harris yard sign, Childless Cat Lady, Cat Pushing Elephant,Democrat Yard Sign,Harris Walz 2024 Sign,Weatherproof Yard Sign with Stake - Harris Walz Sign https://t.co/Tj2BjdwZwT",1
1.84E+18,suluEth,"@WhaleInsider GM from the $MAGA army! 
 Have a nice day! https://t.co/3JGSqeogck",0
1.84E+18,Dashali37519307,@LeadingReport Lots of countries waking up to the fact that mass immigration wrecks your country,0
1.84E+18,JaceAussie,@armadillobilby Yes but unfortunately many from the freedom movement do not support Israel which is a disgrace!!!,0
1.84E+18,247_Inspired,@kamalacoin20111 Staggering figures reveal the shock way Kamala Harris could WIN the presidential election with ease | Daily Mail Online,0
1.84E+18,MaiaBug2010,"Says a white man who, in all probability, is supporting Trump! I don't understand why family supporting Kamala Harris has anything to do with Andrew Tate.",0
1.84E+18,alanrknight74,To understand how voter fraud happened in 2016 &amp; 2020 please join this Space. #MAGA,0
1.84E+18,khavvus,"@HereObserving @tomesnyder @Black_Pilled @zevonplant @elonmusk Republicans gave people like the Koch brothers, Wall Street, corporations, &amp; Chamber of Commerce want they wanted - cheap illegal unskilled labor &amp; cheap H-B1 visas. The GOP is as guilty as Dems re: immigrants and foreign tyranny. Reagan even gave illegals amnesty.",1
1.84E+18,maga2024shop,Make America Healthy Again Trump Kennedy 2024 Pin Button - Official Trump Kennedy https://t.co/RUVPchRyDA,0
1.84E+18,UNCLESAM7777777,@Sassafrass_84 Should be shot on sight like all looters in a travesty like this used to be but these criminals are a armed branch of insurgent terrorists working for the dnc a cartel branch connection,1
1.84E+18,RobHillis563846,@MAGA__Patriot Hunter...... I accidently left a little bag on the bannister after we were done. Can you get it for me?,0
1.84E+18,HTuttleNyc,@Robert_Cr59 Knew he was a conman scumbag when he first appeared at the 2004 DNC.,1
1.84E+18,FKH_Sol,"Kamala Harris campaigns with Republican Liz Cheney in Wisconsin
 
 https://t.co/dCVTOkneAq - have some fun ! 
 
 #FKH #FuckKamalaHarris #KamalaHarris #meme #Solana #AI #MachineLearning #LLM #TTS #WebGL https://t.co/FareS89Q1m",0
1.84E+18,Wx_Louisiana,@ad49992875 @RealRawNews1 @realDonaldTrump @elonmusk @KenPaxtonTX Any natural-born citizen can run for President. Kamala Harris was born in the United States.,0
1.84E+18,JCard70,"@realDonaldTrump MAGA MEN!!!!!
 
 THERE IS ONLY ONE WAY TO ENSURE THAT YOU WILL NOT ACCIDENTALLY GET A GIRL PREGNANT BECAUSE IF YOU DO, SHE HAST TO HAVE THAT CHILD AND YOU WILL BE A FATHER. 
 
 WHICH MEANS, 
 
 VOTE FOR TRUMP = NO MORE Pâ€¢SSY
 
 STILL GOT YOUR BUDDIES HOLE THOUGH https://t.co/VjYYBn4ff1",1
1.84E+18,MagicPeaceLove,Probably because hostility to the First Amendment and #censorship is the official and openly-stated policy of the @DNC and their major media mouthpieces. At least Walz was honest about his party's authoritarian mindset.,0
1.84E+18,Bobbysek,Yea GOP. Give him the keys to our country !,0
1.84E+18,HelloKittyDerby,"@RyanHugeBrain @donlemon No. He said, ""This is what happens when you buy into the MAGA cult BS. You end up going to jail."" Now Electric, that leads me to conclude that in your mind support of Trump is the equivalent of buying into MAGA cult BS. You're fighting against yourself dude.",1
1.84E+18,RickyPann,All you #maga #MAGACultMorons take note before you shoot your filthy lying disinformation mouths off #HurricaneHelene,1
1.84E+18,EricJBrewerCle,"Chuck Schumer explains the Democratic Party's ""illegal-alien-replace-an-American"" scheme. Give all the illegals a path to U.S. citizenship. His grandparents are aliens from Ukraine who came when Congress excluded them.",1
1.84E+18,SAexploring,"Vice President Kamala Harris has announced a one-time payment of $750 to victims of Hurricane Helena. Those who haven't drowned yet and are floundering in mud, shit, and alligators. https://t.co/95gpmt81U0",1
1.84E+18,_brick666_,"@MARKPETRO1968 @PTLRadioShow unfortunately trump has normalised the voicing of core deep hates in ppl. Their MAGA bravado is something they think is patriotism, when in fact it just their inner ugliness on show https://t.co/BOp6qqnxBz",1
1.84E+18,MichaelAadal,"@TheRealThelmaJ1 According to myself, my opinion matters a lot. And i think i speak for us all, when i ask for you to release a GOP greatest hit diss track. https://t.co/zgn8wtGoaD",0
1.84E+18,ArjinderS,@urbancompany_UC struggling for installation of Water Purifier harassing between your customer care and third party which is providing installation No resolution still pending from 5 days.,0
1.84E+18,mo_oakville,"MAGA Senator loves the lies, disinformation and foreign country interference in our election. MAGAs know they can't win based on the truth! Dumbest senator in congress loves the harassment and intimidation-says it all right here!! That's the MAGA calling card! It's pure",1
1.84E+18,TinaLeungPoetry,"@JoelWBerry The Democratic Party people like to act as righteous and all good, they would not want to be known as cheaters, and now they know other party is aware of this corruptive/full of flaws program, they would allow the other party to discredit all the votes until each vote is verified",0
1.84E+18,jj_395,@SuckItVileLibs @AesPolitics1 Do you even know what communism is? What a joke has the republican party become under Trump!,0
1.84E+18,BenjaminACarter,@formwithoutform @KetCorrine @BelAves You got 4 new supporters. Congratulations. 40 of the 44 cabinet members who worked under Trump are endorsing Kamala. The GOP is dead.,0
1.84E+18,StatisticsJason,@harris_wins I always knew Pence was a big mistake. Trump represents the future of the Republican party while Pence is the old establishment.... that's never coming back as there is no market for it.,0
1.84E+18,LovellRichell,This man just testified against Kamala Harris!! What he said is INSANE. https://t.co/UJ1Za480ho via @YouTube,0
1.84E+18,DianaD728265,"@WhiteHouse Americans do not stand with Israel, we don't like Israel's non stop genocide of civilians. Why is America funding this carnage of women and children? Biden and Harris are the worst vultures and war criminals in history. 
 VOTE FOR Jill Stein 2024 for Peace https://t.co/3PBsDVdf5l",1
1.84E+18,jackisaidit27,"Liz Cheney called Kamala Harris a radical Liberal who is to the left of Bernie Sanders &amp; Elizabeth Warren. 
 
 Thank you Liz for reminding us why we are voting for @realDonaldTrump . We all woke up after the disaster of this Administration for 4 years.
 #LizCheney #Trump2024 https://t.co/jJ9wPgRwrj",0
1.84E+18,RobertF52099918,"JOE BIDEN, KAMALA HARRIS, AND EVERYFUCKINGBODY ELSE THAT HAVE ANYTHING TO DO WITH THE BORDER BEING WIDE OPEN AND 20+MILLION ILLEGAL ALIENS INVADING THIS COUNTRY - SHOULD BE CHARGED WITH TREASON AND IF FOUND GUILTY, SHOWN NO MERCY.",1
1.84E+18,PoliticsIn60Min,"Vice President Kamala Harris campaigns with former Rep. Liz Cheney, a high-profile Republican who endorsed her. Meanwhile, former first lady Melania Trump supports abortion rights in a video promoting her upcoming book. https://t.co/wgSGiEZH9i",0
1.84E+18,GymStall,@GOP You're going to have a democratic president and congress again. That's all because you are afraid of a traitorous lying unfit con man's death squads. Get some security and tell the country the truth. History might be kinder and your families won't wear as much shame https://t.co/hmzvg3HB76,0
1.84E+18,xLatestUpdates,Jimmy Kimmel exposed Republican hypocrisy with a scathing video montage aimed at Donald Trump. The late-night host highlighted the GOP's lack of concern about certain issues. https://t.co/hNyGoCqyNP,0
1.84E+18,geknoopst,"@realDonaldTrump You are a Creepy old man and a loser, a narcist and a liar. Dump Trump. MAGA Morons.",1
1.84E+18,T_connifer,@SwannMarcus89 Support for immigration-boosting grew for 4 years after Trump was sworn in and collapsed almost the moment Trump left office. So it seems like something else is at play besides the left accidentally teaching a hapless DNC the wrong lesson.,0
1.84E+18,KennethJolivet,"When the #left @TheDemocrats Rats take over our institutions, we have total corruption and #lawfare of the worst kind
 #stolenelection2020 @WhiteHouse",1
1.84E+18,Christian_USA24,"@TexasHairapy @pitbullpatriot3 To really piss off those responsible for these treasonous acts, we must elect Trump / Vance! MAGA + MAHA unity to once again place the safety, well being &amp; freedoms of American citizens First Again!!!",1
1.84E+18,LordTyphon,I call that MAGA since all I see out of them is one brainless tweet after another on here.,0
1.84E+18,CharlesLKuyper,"@MrBadExample15 @pgh6times @joncoopertweets Now, of course, more likely than not, should Dems re-take Congress, with no longer having GOP protection in the House, Alito &amp; Thomas would likely resign within days afterwards.
 
 Then, sometime before the end of 2025, Gorsuch, Kavanaugh, &amp; Barrett would be impeached &amp; convicted.",0
1.84E+18,CjRapoport,"Make it stop!
 This is the #gop 
 
 SHIT SHOW!",1
1.84E+18,ISamJustAm,"@PamelaSueWynko1 @Sassafrass_84 @laralogan Ok looney toons. Show me one case of voter fraud by a dem. I can show you many by GOP, Trump being the top of the list. Just because you say it or Trump says it doesn't magically make it true. Prove it. https://t.co/mp7QtYi4sg",1
1.84E+18,cvr_mtnman,"@KOAA The Judge refused to allow exculpatory evidence. This trial was a show trial.
  I notice all of the coverage of it does not include any actual coverage, only regurgitating what others are saying, or what the democratic party appointed judge has said.
 All trials should be on tv!",0
1.84E+18,PostOpinions,"Kamala Harris, a Rembrandt of vagueness, is vying with Donald Trump for the economic malpractice prize, @GeorgeWill writes. https://t.co/1PHv7OD0s7",1
1.84E+18,DarrenWesley65,@DefiyantlyFree What has become of America? It sickens me to see those poor CITIZENS who've lost all left to fend for themselves while the government sits idly by. It appears they want them all to perish so they can resettle their lands with the chosen people. WTF??? VOTE GOP across the board!!,1
1.84E+18,zaggory91,@AndrewPollackFL Yet you find nothing inherently wrong with the maga republicans who protect the sale of mwd &amp; idolize traitors &amp; domestic terrorists.,1
1.84E+18,swoondrones,"Tramp chump #trump is a disgusting corrupt sleazy putrid lying fake bullying criminal narcissistic psychopath terrorist thug lunatic spoilt sore loser child wannabe gangster gutter trash pig rat.
 RNC party: no more country.
 VOTE DEMOCRATS 4 FREEDOM!!! :)
 
  https://t.co/58OGXI0qUv",1
1.84E+18,KundigVee,"@MarkoSilberhand #TrumpIsATraitor. He caused the January 6 Chaos to happen. Trump was in power when this happen. If the election is rigged he should have evidence. He Lied to you MAGA CULT! For his own gain, he would sacrifice your lives. Trump doesn't Care! Stop your insanity! #TrumpIsAConman https://t.co/oUJIKyOwkT",1
1.84E+18,sghali1951,"@EdgeE50124 @RadioGenoa These are the pigs, Muslims believe that this theft is a booty for them. These are the dirtiest creatures on earth. They must be deported to their country immediately.",1
1.84E+18,IvanH0220,"""It's making me SICK what I saw and heard today. I've also been crying on and off all day. I usually don't get like this. The government is confiscating supplies from small towns at their ""drop off points."" That's why I'm bringing everything to the people directly.""",1
1.84E+18,eric_wilhoit,@GardensR4Health Where are our tax dolaars going? It seems to me they are to focused on spending money on illegal aliens padding their votes for election than worried about our own citizens. The Democratic party knows true Americans have caught on to their sham policies and have no allegiance.,1
1.84E+18,rochelimit2772,"@GOP Nah.
 
 You are going DOWN.
 
 So's your BS Project 2025.
 
 https://t.co/5VNDWcRwKM",0
1.84E+18,TariqSoufan,"@ProofOfBags @jetmarine99 @AdameMedia So does Trump and his fascist goons in the GOP , your point ?",1
1.84E+18,ZacchaeusAllen,"At the moment, we need Trump to straighten this out because of Joe Biden and Kamala Harris' weak leadership and disastrous foreign policy that led to this war.
 
 https://t.co/SXDaajOHjh",0
1.84E+18,redwhiteme1,"@kylegriffin1 @MSNBC I think it was pretty cold of her to go to Ripon to cut down the Republican Party, she should have gone to the zoo where all the rhinos hang out. 
 
 She was never considered a Republican after she got first elected, her last election proved it.",0
1.84E+18,GertrudesLarkin,"@BaconPhoenix61 @bresla_linda @cwebbonline @ABlackPolitical It doesn't matter. It is several things:
 1) MAGA extremists wanted bring down the economy - Burn down the house
 2) Fear would be the reigning emotion of the last month
 3) ""Strongman"" solution would be palatable.
 If this holds. If they do go back to work - Biden shows his mastery.",0
